Matrix of word-grams occurrences tokenizer: NLTK based tokenizer
Matrix of word-grams occurrences binary: True
Matrix of word-grams occurrences sublinear_tf: False
Matrix of word-grams occurrences use_idf: False
Matrix of word-grams occurrences lowercase: True
Matrix of word-grams occurrences norm: L2
Intercept: -3.2078392594952154
Loss distribution: Binomial Deviance
Link function: logit

Feature Name,Type,Derived Feature,Transform1,Value1,Transform2,Value2,Coefficient
Location,TXT,Location-knoll apt,Matrix of word-grams occurrences,knoll apt,,,0.0
Location,TXT,Location-knolls,Matrix of word-grams occurrences,knolls,,,0.0
Location,TXT,Location-knoll,Matrix of word-grams occurrences,knoll,,,0.0
Location,TXT,Location-knight,Matrix of word-grams occurrences,knight,,,0.0
Location,TXT,Location-kimberly ridges,Matrix of word-grams occurrences,kimberly ridges,,,0.0
Location,TXT,Location-kimberly,Matrix of word-grams occurrences,kimberly,,,0.0
Location,TXT,Location-king,Matrix of word-grams occurrences,king,,,0.0
Location,TXT,Location-kyle,Matrix of word-grams occurrences,kyle,,,0.0
Location,TXT,Location-ky,Matrix of word-grams occurrences,ky,,,0.0
Location,TXT,Location-karen,Matrix of word-grams occurrences,karen,,,0.0
Location,TXT,Location-kristin,Matrix of word-grams occurrences,kristin,,,0.0
Location,TXT,Location-ks,Matrix of word-grams occurrences,ks,,,0.0
Location,TXT,Location-neck apt,Matrix of word-grams occurrences,neck apt,,,0.0
Location,TXT,Location-neck,Matrix of word-grams occurrences,neck,,,0.0
Location,TXT,Location-new andrea,Matrix of word-grams occurrences,new andrea,,,0.0
Location,TXT,Location-new,Matrix of word-grams occurrences,new,,,0.0
Location,TXT,Location-ne,Matrix of word-grams occurrences,ne,,,0.0
Location,TXT,Location-north jennifer,Matrix of word-grams occurrences,north jennifer,,,0.0
Location,TXT,Location-north thomas,Matrix of word-grams occurrences,north thomas,,,0.0
Location,TXT,Location-north,Matrix of word-grams occurrences,north,,,0.0
Location,TXT,Location-nash,Matrix of word-grams occurrences,nash,,,0.0
Location,TXT,Location-nathan,Matrix of word-grams occurrences,nathan,,,0.0
Location,TXT,Location-nc,Matrix of word-grams occurrences,nc,,,0.0
Location,TXT,Location-nd,Matrix of word-grams occurrences,nd,,,0.0
Location,TXT,Location-nh,Matrix of word-grams occurrences,nh,,,0.0
Location,TXT,Location-nicole,Matrix of word-grams occurrences,nicole,,,0.0
Location,TXT,Location-nj,Matrix of word-grams occurrences,nj,,,0.0
Location,TXT,Location-nm,Matrix of word-grams occurrences,nm,,,0.0
Location,TXT,Location-nunez,Matrix of word-grams occurrences,nunez,,,0.0
Location,TXT,Location-nv,Matrix of word-grams occurrences,nv,,,0.0
Location,TXT,Location-ny,Matrix of word-grams occurrences,ny,,,0.0
Location,TXT,Location-harbors,Matrix of word-grams occurrences,harbors,,,0.0
Location,TXT,Location-harbor,Matrix of word-grams occurrences,harbor,,,0.0
Location,TXT,Location-harris,Matrix of word-grams occurrences,harris,,,0.0
Location,TXT,Location-haven apt,Matrix of word-grams occurrences,haven apt,,,0.0
Location,TXT,Location-haven suite,Matrix of word-grams occurrences,haven suite,,,0.0
Location,TXT,Location-haven,Matrix of word-grams occurrences,haven,,,0.0
Location,TXT,Location-hayesburgh,Matrix of word-grams occurrences,hayesburgh,,,0.0
Location,TXT,Location-hill apt,Matrix of word-grams occurrences,hill apt,,,0.0
Location,TXT,Location-hill fpo,Matrix of word-grams occurrences,hill fpo,,,0.0
Location,TXT,Location-hills,Matrix of word-grams occurrences,hills,,,0.0
Location,TXT,Location-hill,Matrix of word-grams occurrences,hill,,,0.0
Location,TXT,Location-highway,Matrix of word-grams occurrences,highway,,,0.0
Location,TXT,Location-hi,Matrix of word-grams occurrences,hi,,,0.0
Location,TXT,Location-henderson,Matrix of word-grams occurrences,henderson,,,0.0
Location,TXT,Location-henry,Matrix of word-grams occurrences,henry,,,0.0
Location,TXT,Location-heather,Matrix of word-grams occurrences,heather,,,0.0
Location,TXT,Location-heights,Matrix of word-grams occurrences,heights,,,0.0
Location,TXT,Location-hernandez,Matrix of word-grams occurrences,hernandez,,,0.0
Location,TXT,Location-extensions new,Matrix of word-grams occurrences,extensions new,,,0.0
Location,TXT,Location-extensions,Matrix of word-grams occurrences,extensions,,,0.0
Location,TXT,Location-extension apt,Matrix of word-grams occurrences,extension apt,,,0.0
Location,TXT,Location-extension,Matrix of word-grams occurrences,extension,,,0.0
Location,TXT,Location-expressway suite,Matrix of word-grams occurrences,expressway suite,,,0.0
Location,TXT,Location-expressway,Matrix of word-grams occurrences,expressway,,,0.0
Location,TXT,Location-elizabeth mission,Matrix of word-grams occurrences,elizabeth mission,,,0.0
Location,TXT,Location-elizabeth,Matrix of word-grams occurrences,elizabeth,,,0.0
Location,TXT,Location-ellis,Matrix of word-grams occurrences,ellis,,,0.0
Location,TXT,Location-east christopher,Matrix of word-grams occurrences,east christopher,,,0.0
Location,TXT,Location-east,Matrix of word-grams occurrences,east,,,0.0
Location,TXT,Location-erinmouth,Matrix of word-grams occurrences,erinmouth,,,0.0
Location,TXT,Location-erin,Matrix of word-grams occurrences,erin,,,0.0
Location,TXT,Location-estates,Matrix of word-grams occurrences,estates,,,0.0
Location,TXT,Location-estate,Matrix of word-grams occurrences,estate,,,0.0
Location,TXT,Location-edward,Matrix of word-grams occurrences,edward,,,0.0
Location,TXT,Location-emily,Matrix of word-grams occurrences,emily,,,0.0
Location,TXT,Location-982,Matrix of word-grams occurrences,982,,,0.0
Location,TXT,Location-983,Matrix of word-grams occurrences,983,,,0.0
Location,TXT,Location-984,Matrix of word-grams occurrences,984,,,0.0
Location,TXT,Location-985,Matrix of word-grams occurrences,985,,,0.0
Location,TXT,Location-911,Matrix of word-grams occurrences,911,,,0.0
Location,TXT,Location-913,Matrix of word-grams occurrences,913,,,0.0
Location,TXT,Location-914,Matrix of word-grams occurrences,914,,,0.0
Location,TXT,Location-92778,Matrix of word-grams occurrences,92778,,,0.0
Location,TXT,Location-927,Matrix of word-grams occurrences,927,,,0.0
Location,TXT,Location-931,Matrix of word-grams occurrences,931,,,0.0
Location,TXT,Location-935,Matrix of word-grams occurrences,935,,,0.0
Location,TXT,Location-944,Matrix of word-grams occurrences,944,,,0.0
Location,TXT,Location-946,Matrix of word-grams occurrences,946,,,0.0
Location,TXT,Location-960,Matrix of word-grams occurrences,960,,,0.0
Location,TXT,Location-964,Matrix of word-grams occurrences,964,,,0.0
Location,TXT,Location-9525,Matrix of word-grams occurrences,9525,,,0.0
Location,TXT,Location-56171,Matrix of word-grams occurrences,56171,,,0.0
Location,TXT,Location-561,Matrix of word-grams occurrences,561,,,0.0
Location,TXT,Location-564,Matrix of word-grams occurrences,564,,,0.0
Location,TXT,Location-569,Matrix of word-grams occurrences,569,,,0.0
Location,TXT,Location-571,Matrix of word-grams occurrences,571,,,0.0
Location,TXT,Location-574,Matrix of word-grams occurrences,574,,,0.0
Location,TXT,Location-575,Matrix of word-grams occurrences,575,,,0.0
Location,TXT,Location-5026,Matrix of word-grams occurrences,5026,,,0.0
Location,TXT,Location-505,Matrix of word-grams occurrences,505,,,0.0
Location,TXT,Location-540,Matrix of word-grams occurrences,540,,,0.0
Location,TXT,Location-543,Matrix of word-grams occurrences,543,,,0.0
Location,TXT,Location-510,Matrix of word-grams occurrences,510,,,0.0
Location,TXT,Location-5259,Matrix of word-grams occurrences,5259,,,0.0
Location,TXT,Location-580,Matrix of word-grams occurrences,580,,,0.0
Location,TXT,Location-592,Matrix of word-grams occurrences,592,,,0.0
Location,TXT,Location-841,Matrix of word-grams occurrences,841,,,0.0
Location,TXT,Location-842,Matrix of word-grams occurrences,842,,,0.0
Location,TXT,Location-845,Matrix of word-grams occurrences,845,,,0.0
Location,TXT,Location-849,Matrix of word-grams occurrences,849,,,0.0
Location,TXT,Location-892,Matrix of word-grams occurrences,892,,,0.0
Location,TXT,Location-895,Matrix of word-grams occurrences,895,,,0.0
Location,TXT,Location-896,Matrix of word-grams occurrences,896,,,0.0
Location,TXT,Location-881,Matrix of word-grams occurrences,881,,,0.0
Location,TXT,Location-887,Matrix of word-grams occurrences,887,,,0.0
Location,TXT,Location-802,Matrix of word-grams occurrences,802,,,0.0
Location,TXT,Location-826,Matrix of word-grams occurrences,826,,,0.0
Location,TXT,Location-8392,Matrix of word-grams occurrences,8392,,,0.0
Location,TXT,Location-858,Matrix of word-grams occurrences,858,,,0.0
Location,TXT,Location-871,Matrix of word-grams occurrences,871,,,0.0
Location,TXT,Location-unions suite,Matrix of word-grams occurrences,unions suite,,,0.0
Location,TXT,Location-unions,Matrix of word-grams occurrences,unions,,,0.0
Location,TXT,Location-union,Matrix of word-grams occurrences,union,,,0.0
Location,TXT,Location-unit,Matrix of word-grams occurrences,unit,,,0.0
Location,TXT,Location-underpass,Matrix of word-grams occurrences,underpass,,,0.0
Location,TXT,Location-usnv perry,Matrix of word-grams occurrences,usnv perry,,,0.0
Location,TXT,Location-usnv,Matrix of word-grams occurrences,usnv,,,0.0
Location,TXT,Location-usns,Matrix of word-grams occurrences,usns,,,0.0
Location,TXT,Location-uscgc,Matrix of word-grams occurrences,uscgc,,,0.0
Location,TXT,Location-uss,Matrix of word-grams occurrences,uss,,,0.0
Location,TXT,Location-ut,Matrix of word-grams occurrences,ut,,,0.0
Location,TXT,Location-islands apt,Matrix of word-grams occurrences,islands apt,,,0.0
Location,TXT,Location-islands,Matrix of word-grams occurrences,islands,,,0.0
Location,TXT,Location-island,Matrix of word-grams occurrences,island,,,0.0
Location,TXT,Location-isle,Matrix of word-grams occurrences,isle,,,0.0
Location,TXT,Location-inlet,Matrix of word-grams occurrences,inlet,,,0.0
Location,TXT,Location-in,Matrix of word-grams occurrences,in,,,0.0
Location,TXT,Location-ia,Matrix of word-grams occurrences,ia,,,0.0
Location,TXT,Location-id,Matrix of word-grams occurrences,id,,,0.0
Location,TXT,Location-il,Matrix of word-grams occurrences,il,,,0.0
Location,TXT,Location-orchard,Matrix of word-grams occurrences,orchard,,,0.0
Location,TXT,Location-or,Matrix of word-grams occurrences,or,,,0.0
Location,TXT,Location-oval,Matrix of word-grams occurrences,oval,,,0.0
Location,TXT,Location-overpass,Matrix of word-grams occurrences,overpass,,,0.0
Location,TXT,Location-oh,Matrix of word-grams occurrences,oh,,,0.0
Location,TXT,Location-ok,Matrix of word-grams occurrences,ok,,,0.0
Location,TXT,Location-olson,Matrix of word-grams occurrences,olson,,,0.0
Num_Sites,NUM,STANDARDIZED_Num_Sites,Missing imputation,8.0,Standardize,"(8,1.76385486126)",1.7248903917310077
Onboard_date (Day of Month),NUM,STANDARDIZED_Onboard_date (Day of Month),Missing imputation,16.0,Standardize,"(16,8.89855098724)",0.014630282436348565
Onboard_date (Day of Week),CAT,Onboard_date (Day of Week)-0,One-hot,'0',,,0.0
Onboard_date (Day of Week),CAT,Onboard_date (Day of Week)-1,One-hot,'1',,,0.0
Onboard_date (Day of Week),CAT,Onboard_date (Day of Week)-2,One-hot,'2',,,0.0
Onboard_date (Day of Week),CAT,Onboard_date (Day of Week)-3,One-hot,'3',,,0.0
Onboard_date (Day of Week),CAT,Onboard_date (Day of Week)-4,One-hot,'4',,,0.0
Onboard_date (Day of Week),CAT,Onboard_date (Day of Week)-5,One-hot,'5',,,0.0
Onboard_date (Day of Week),CAT,Onboard_date (Day of Week)-6,One-hot,'6',,,0.0
Onboard_date (Hour of Day),CAT,Onboard_date (Hour of Day)-0,One-hot,'0',,,0.0
Onboard_date (Hour of Day),CAT,Onboard_date (Hour of Day)-1,One-hot,'1',,,0.0
Onboard_date (Hour of Day),CAT,Onboard_date (Hour of Day)-10,One-hot,'10',,,0.0
Onboard_date (Hour of Day),CAT,Onboard_date (Hour of Day)-11,One-hot,'11',,,0.0
Onboard_date (Hour of Day),CAT,Onboard_date (Hour of Day)-12,One-hot,'12',,,0.0
Onboard_date (Hour of Day),CAT,Onboard_date (Hour of Day)-13,One-hot,'13',,,0.0
Onboard_date (Hour of Day),CAT,Onboard_date (Hour of Day)-14,One-hot,'14',,,0.0
Onboard_date (Hour of Day),CAT,Onboard_date (Hour of Day)-15,One-hot,'15',,,0.0
Onboard_date (Hour of Day),CAT,Onboard_date (Hour of Day)-16,One-hot,'16',,,0.0
Onboard_date (Hour of Day),CAT,Onboard_date (Hour of Day)-17,One-hot,'17',,,0.0
Onboard_date (Hour of Day),CAT,Onboard_date (Hour of Day)-18,One-hot,'18',,,0.0
Onboard_date (Hour of Day),CAT,Onboard_date (Hour of Day)-19,One-hot,'19',,,0.0
Onboard_date (Hour of Day),CAT,Onboard_date (Hour of Day)-2,One-hot,'2',,,0.0
Onboard_date (Hour of Day),CAT,Onboard_date (Hour of Day)-20,One-hot,'20',,,0.0
Onboard_date (Hour of Day),CAT,Onboard_date (Hour of Day)-21,One-hot,'21',,,0.0
Onboard_date (Hour of Day),CAT,Onboard_date (Hour of Day)-22,One-hot,'22',,,0.0
Onboard_date (Hour of Day),CAT,Onboard_date (Hour of Day)-23,One-hot,'23',,,0.0
Onboard_date (Hour of Day),CAT,Onboard_date (Hour of Day)-3,One-hot,'3',,,0.0
Onboard_date (Hour of Day),CAT,Onboard_date (Hour of Day)-4,One-hot,'4',,,0.0
Onboard_date (Hour of Day),CAT,Onboard_date (Hour of Day)-5,One-hot,'5',,,0.0
Onboard_date (Hour of Day),CAT,Onboard_date (Hour of Day)-6,One-hot,'6',,,0.0
Onboard_date (Hour of Day),CAT,Onboard_date (Hour of Day)-7,One-hot,'7',,,0.0
Onboard_date (Hour of Day),CAT,Onboard_date (Hour of Day)-8,One-hot,'8',,,0.0
Onboard_date (Hour of Day),CAT,Onboard_date (Hour of Day)-9,One-hot,'9',,,-0.006158702057185587
Onboard_date (Month),CAT,Onboard_date (Month)-1,One-hot,'1',,,0.0
Onboard_date (Month),CAT,Onboard_date (Month)-10,One-hot,'10',,,0.0
Onboard_date (Month),CAT,Onboard_date (Month)-11,One-hot,'11',,,0.12267338175191789
Onboard_date (Month),CAT,Onboard_date (Month)-12,One-hot,'12',,,0.0
Onboard_date (Month),CAT,Onboard_date (Month)-2,One-hot,'2',,,0.0
Onboard_date (Month),CAT,Onboard_date (Month)-3,One-hot,'3',,,0.00869750378913009
Onboard_date (Month),CAT,Onboard_date (Month)-4,One-hot,'4',,,0.0
Onboard_date (Month),CAT,Onboard_date (Month)-5,One-hot,'5',,,0.0
Onboard_date (Month),CAT,Onboard_date (Month)-6,One-hot,'6',,,0.0
Onboard_date (Month),CAT,Onboard_date (Month)-7,One-hot,'7',,,0.0
Onboard_date (Month),CAT,Onboard_date (Month)-8,One-hot,'8',,,0.0
Onboard_date (Month),CAT,Onboard_date (Month)-9,One-hot,'9',,,0.0
Onboard_date (Year),NUM,STANDARDIZED_Onboard_date (Year),Missing imputation,2011.0,Standardize,"(2011,3.2054464817)",0.0
Total_Purchase,NUM,STANDARDIZED_Total_Purchase,Missing imputation,10050.6103515625,Standardize,"(10045.8701172,2407.3059082)",0.02638453500831951
Years,NUM,STANDARDIZED_Years,Missing imputation,5.21999979019165,Standardize,"(5.21500015259,1.27374076843)",0.5775095132722786
